county,state,state_encoded,total_non_english_speakers_18_64,foreign_born_population,spanish_speakers_total,spanish_eng_very_well,spanish_eng_well,spanish_eng_not_well,spanish_eng_not_at_all,indo_euro_speakers_total,indo_euro_eng_very_well,indo_euro_eng_well,indo_euro_eng_not_well,indo_euro_eng_not_at_all,asian_pac_speakers_total,asian_pac_eng_very_well,asian_pac_eng_well,asian_pac_eng_not_well,asian_pac_eng_not_at_all,other_lang_speakers_total,other_lang_eng_very_well,other_lang_eng_well,other_lang_eng_not_well,other_lang_eng_not_at_all,total_enrolled_in_school,enrolled_college_or_grad_school,median_household_income_usd
Barnwell County,South Carolina,41,11475,521.0,253,158,62,33,0,138,138,0,0,0,23,23,0,0,0,36,0,36,0,0,4392,490,42470
Beaufort County,South Carolina,41,89816,14159.0,10222,5241,2076,2086,819,1583,1446,112,25,0,761,337,274,138,12,598,380,218,0,0,34538,6691,81260
Berkeley County,South Carolina,41,130399,12612.0,7582,4498,1714,957,413,2759,1983,432,257,87,2298,1482,482,318,16,528,485,31,12,0,55507,9097,77874
Calhoun County,South Carolina,41,7805,291.0,341,180,149,9,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2498,390,55550
Charleston County,South Carolina,41,237948,23873.0,11871,5432,2326,3420,693,5873,4532,688,651,2,3157,2219,640,298,0,555,422,133,0,0,90013,20082,78795
Cherokee County,South Carolina,41,32034,1441.0,1588,779,463,206,140,212,144,49,19,0,133,121,12,0,0,6,6,0,0,0,12743,2322,47011
Chester County,South Carolina,41,18506,428.0,385,210,108,33,34,4,4,0,0,0,59,59,0,0,0,48,48,0,0,0,6718,845,50022
Chesterfield County,South Carolina,41,24312,1305.0,1233,464,152,499,118,115,95,20,0,0,57,36,9,12,0,0,0,0,0,0,9180,1277,46326
Clarendon County,South Carolina,41,17216,575.0,423,212,83,110,18,40,37,3,0,0,84,15,47,22,0,10,5,5,0,0,5837,766,48677
Colleton County,South Carolina,41,21457,1078.0,581,283,51,124,123,119,98,21,0,0,97,93,4,0,0,0,0,0,0,0,8626,1589,46795
Darlington County,South Carolina,41,35648,1226.0,900,445,270,107,78,235,202,25,8,0,152,97,27,28,0,25,25,0,0,0,13999,2768,44317
Dillon County,South Carolina,41,15721,423.0,583,245,122,174,42,1,1,0,0,0,10,2,5,3,0,36,35,1,0,0,6112,677,42454
Dorchester County,South Carolina,41,91732,8797.0,4216,2198,934,937,147,1769,1403,236,130,0,1253,683,305,256,9,289,273,16,0,0,38912,6207,73686
Edgefield County,South Carolina,41,15196,1297.0,1328,235,337,445,311,61,61,0,0,0,32,25,7,0,0,10,10,0,0,0,5073,849,60033
Fairfield County,South Carolina,41,11875,207.0,380,247,76,53,4,35,21,0,14,0,37,25,12,0,0,3,3,0,0,0,4007,518,44521
Florence County,South Carolina,41,77369,3594.0,1661,675,479,197,310,1093,888,108,97,0,582,290,203,89,0,167,167,0,0,0,33585,6245,56088
Georgetown County,South Carolina,41,32666,1950.0,735,375,278,48,34,299,235,64,0,0,187,130,45,12,0,33,33,0,0,0,11979,2414,59782
Greenville County,South Carolina,41,279151,45138.0,27163,12825,6272,6121,1945,7932,6458,1101,373,0,5673,3045,1875,661,92,1578,1081,363,89,45,125773,23898,71328
Greenwood County,South Carolina,41,38542,2122.0,1728,969,123,600,36,143,129,0,14,0,174,125,49,0,0,30,24,6,0,0,16846,4737,47553
Hampton County,South Carolina,41,10776,691.0,622,183,145,202,92,33,25,8,0,0,84,49,18,17,0,41,41,0,0,0,3623,457,40157
Horry County,South Carolina,41,187428,23007.0,11622,6122,2338,2758,404,3441,2619,523,215,84,1698,930,322,340,106,905,749,112,44,0,67983,15960,59880
Jasper County,South Carolina,41,14506,2917.0,2617,1473,266,343,535,133,97,20,0,16,119,77,0,42,0,202,202,0,0,0,5895,939,60452
Kershaw County,South Carolina,41,36382,1884.0,1626,664,569,242,151,236,160,49,27,0,179,133,46,0,0,4,4,0,0,0,15914,2506,61343
Lancaster County,South Carolina,41,50565,5852.0,3505,1851,820,522,312,1109,999,96,14,0,656,483,119,54,0,93,93,0,0,0,19526,2700,72186
Laurens County,South Carolina,41,37830,2281.0,1859,657,543,623,36,217,196,11,10,0,201,113,76,12,0,43,28,0,15,0,14126,2479,52077
Lee County,South Carolina,41,9666,361.0,458,407,51,0,0,0,0,0,0,0,4,2,2,0,0,52,52,0,0,0,3825,909,39099
Lexington County,South Carolina,41,163503,15804.0,9750,5033,2486,1956,275,3177,2561,477,139,0,1844,1108,550,157,29,1122,973,112,37,0,69198,10841,71280
McCormick County,South Carolina,41,5027,130.0,35,23,12,0,0,9,9,0,0,0,11,11,0,0,0,1,1,0,0,0,1041,243,55569
Marion County,South Carolina,41,16104,482.0,502,235,267,0,0,17,0,17,0,0,43,23,20,0,0,18,18,0,0,0,6403,996,35972
Marlboro County,South Carolina,41,15949,539.0,415,293,73,43,6,44,20,24,0,0,58,56,2,0,0,30,25,5,0,0,5257,609,34275
Newberry County,South Carolina,41,20190,1915.0,1514,506,385,505,118,431,391,25,15,0,4,0,4,0,0,75,0,75,0,0,8820,2059,56706
Oconee County,South Carolina,41,42256,2862.0,2001,1045,346,561,49,317,297,20,0,0,186,111,75,0,0,10,10,0,0,0,16393,3182,56710
Orangeburg County,South Carolina,41,47205,1144.0,1042,432,290,227,93,108,91,17,0,0,341,178,73,59,31,252,204,34,14,0,20816,5241,41020
Pickens County,South Carolina,41,79595,4580.0,2404,1607,447,329,21,1443,1209,178,56,0,967,432,416,101,18,136,100,18,18,0,40357,16814,57628
Richland County,South Carolina,41,245639,24281.0,11696,8093,2152,1198,253,6117,5166,689,262,0,5256,3464,1155,587,50,2385,1966,294,113,12,116089,35437,59850
Saluda County,South Carolina,41,9071,1330.0,1796,805,309,426,256,109,91,18,0,0,47,47,0,0,0,20,13,0,7,0,4039,507,51041
Spartanburg County,South Carolina,41,176060,24017.0,13176,6857,2252,3290,777,7448,5044,1363,764,277,2859,1409,907,502,41,580,285,255,40,0,78818,14713,61955
Sumter County,South Carolina,41,58369,2931.0,2407,1959,260,132,56,668,577,78,13,0,637,448,119,33,37,173,147,26,0,0,25782,5063,53970
Union County,South Carolina,41,15575,327.0,242,102,76,40,24,70,43,27,0,0,0,0,0,0,0,0,0,0,0,0,5172,519,42305
Williamsburg County,South Carolina,41,17264,1002.0,771,203,153,386,29,73,60,0,13,0,119,61,58,0,0,9,9,0,0,0,6141,926,40848
York County,South Carolina,41,159228,16292.0,7990,4935,2017,750,288,3838,3339,361,138,0,2305,1761,394,146,4,580,518,22,40,0,68449,11051,80158
Aurora County,South Dakota,42,1297,108.0,120,32,51,37,0,11,11,0,0,0,3,3,0,0,0,0,0,0,0,0,584,55,71490
Beadle County,South Dakota,42,8437,2293.0,802,457,100,164,81,149,69,80,0,0,877,94,562,184,37,24,24,0,0,0,4323,392,63813
Bennett County,South Dakota,42,1505,44.0,2,0,2,0,0,0,0,0,0,0,25,0,19,6,0,165,149,16,0,0,1103,82,44821
Bon Homme County,South Dakota,42,3935,54.0,132,109,10,13,0,51,51,0,0,0,31,25,0,6,0,106,94,6,6,0,1249,116,57554
Brookings County,South Dakota,42,21097,1850.0,624,301,192,60,71,779,728,51,0,0,214,116,97,1,0,327,251,56,20,0,12840,6758,64438
Brown County,South Dakota,42,20296,2050.0,802,345,255,103,99,474,452,22,0,0,643,309,208,123,3,410,74,244,92,0,8996,1636,70379
Brule County,South Dakota,42,2784,57.0,45,45,0,0,0,118,99,19,0,0,7,0,7,0,0,6,6,0,0,0,1170,83,64821
Buffalo County,South Dakota,42,952,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,42,4,14,0,573,26,42917
Butte County,South Dakota,42,5795,65.0,99,33,66,0,0,17,17,0,0,0,0,0,0,0,0,1,1,0,0,0,2203,207,58106
Campbell County,South Dakota,42,725,23.0,17,12,4,1,0,20,20,0,0,0,1,1,0,0,0,6,6,0,0,0,308,9,66932
Charles Mix County,South Dakota,42,4550,74.0,34,21,7,1,5,47,29,18,0,0,16,11,5,0,0,102,102,0,0,0,2440,206,60729
Clark County,South Dakota,42,1678,77.0,58,8,8,1,41,99,99,0,0,0,14,0,14,0,0,1,0,0,1,0,803,36,59340
Clay County,South Dakota,42,10014,581.0,83,76,0,7,0,191,140,51,0,0,220,108,61,51,0,89,77,12,0,0,6579,3795,55963
Codington County,South Dakota,42,15988,529.0,188,60,92,36,0,167,167,0,0,0,13,8,5,0,0,155,53,45,57,0,6775,1370,65747
Corson County,South Dakota,42,1734,7.0,13,13,0,0,0,14,14,0,0,0,0,0,0,0,0,268,266,2,0,0,1223,79,48125
Custer County,South Dakota,42,4394,174.0,102,73,29,0,0,166,162,4,0,0,13,12,1,0,0,0,0,0,0,0,1057,92,75943
Davison County,South Dakota,42,10767,365.0,372,226,121,25,0,53,30,23,0,0,22,16,6,0,0,85,71,14,0,0,4386,809,55606
Day County,South Dakota,42,2752,42.0,29,12,17,0,0,14,14,0,0,0,1,0,0,1,0,29,10,19,0,0,1122,127,57558
Deuel County,South Dakota,42,2249,40.0,42,10,32,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,128,76997
Dewey County,South Dakota,42,2416,25.0,11,10,0,1,0,6,4,2,0,0,3,0,0,3,0,340,333,7,0,0,1677,99,55077
Douglas County,South Dakota,42,1390,56.0,24,6,5,13,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,622,40,75048
Edmunds County,South Dakota,42,2169,47.0,22,15,5,2,0,34,34,0,0,0,1,0,1,0,0,1,1,0,0,0,804,41,76806
Fall River County,South Dakota,42,3576,135.0,43,43,0,0,0,39,29,10,0,0,2,2,0,0,0,15,15,0,0,0,1171,104,54886
Faulk County,South Dakota,42,923,18.0,2,2,0,0,0,69,66,1,2,0,0,0,0,0,0,35,35,0,0,0,423,21,56734
Grant County,South Dakota,42,3669,318.0,259,65,172,21,1,179,169,10,0,0,50,4,36,10,0,5,1,0,4,0,1389,108,70851
Gregory County,South Dakota,42,2002,40.0,4,4,0,0,0,11,11,0,0,0,12,10,2,0,0,3,3,0,0,0,917,107,48272
Haakon County,South Dakota,42,886,10.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,348,19,53109
Hamlin County,South Dakota,42,3065,223.0,190,21,65,46,58,26,26,0,0,0,0,0,0,0,0,4,2,0,2,0,1599,111,76995
Hand County,South Dakota,42,1511,48.0,48,48,0,0,0,39,39,0,0,0,7,0,7,0,0,0,0,0,0,0,712,56,72857
Hanson County,South Dakota,42,1782,29.0,2,2,0,0,0,60,49,11,0,0,0,0,0,0,0,2,2,0,0,0,903,118,86827
Harding County,South Dakota,42,682,13.0,4,4,0,0,0,18,18,0,0,0,0,0,0,0,0,6,6,0,0,0,194,14,71484
Hughes County,South Dakota,42,9915,155.0,124,124,0,0,0,147,147,0,0,0,48,13,35,0,0,148,148,0,0,0,3714,250,83750
Hutchinson County,South Dakota,42,3651,106.0,98,58,27,13,0,53,44,9,0,0,20,20,0,0,0,35,35,0,0,0,1657,202,69139
Hyde County,South Dakota,42,713,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269,28,69712
Jackson County,South Dakota,42,1328,22.0,1,1,0,0,0,17,8,9,0,0,5,0,0,5,0,144,110,34,0,0,795,114,26078
Jerauld County,South Dakota,42,852,60.0,24,7,17,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,0,0,366,37,66607
Jones County,South Dakota,42,476,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,207,15,61250
Kingsbury County,South Dakota,42,2663,26.0,31,26,5,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1087,105,65964
Lake County,South Dakota,42,6122,193.0,133,45,20,44,24,85,77,8,0,0,0,0,0,0,0,2,2,0,0,0,2707,830,74884
Lawrence County,South Dakota,42,14887,665.0,423,256,115,52,0,67,67,0,0,0,111,89,6,16,0,70,33,25,12,0,5520,1876,62977
Lincoln County,South Dakota,42,36273,3189.0,453,147,99,187,20,1619,1245,139,235,0,245,126,104,15,0,334,334,0,0,0,16326,2045,92317
Lyman County,South Dakota,42,1934,33.0,44,2,0,42,0,0,0,0,0,0,2,2,0,0,0,43,37,0,3,3,918,83,60284
McCook County,South Dakota,42,2944,59.0,88,53,23,7,5,51,37,14,0,0,0,0,0,0,0,5,5,0,0,0,1389,114,74873
McPherson County,South Dakota,42,957,22.0,6,6,0,0,0,136,127,6,0,3,0,0,0,0,0,0,0,0,0,0,381,34,58529
Marshall County,South Dakota,42,2189,138.0,97,29,25,40,3,50,50,0,0,0,0,0,0,0,0,16,4,12,0,0,991,160,74018
Meade County,South Dakota,42,17936,517.0,352,257,77,18,0,86,74,0,12,0,227,102,125,0,0,68,63,5,0,0,6580,975,70256
Mellette County,South Dakota,42,976,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,119,0,0,0,526,58,41397
Miner County,South Dakota,42,1189,0.0,0,0,0,0,0,68,63,5,0,0,0,0,0,0,0,0,0,0,0,0,453,35,62037
Minnehaha County,South Dakota,42,107856,14898.0,4740,2868,856,819,197,2931,1847,554,479,51,1076,655,269,129,23,4404,3059,924,350,71,47965,7898,73110
Moody County,South Dakota,42,3176,226.0,112,35,21,36,20,11,11,0,0,0,117,83,23,11,0,30,30,0,0,0,1438,179,71469
Oglala Lakota County,South Dakota,42,6452,16.0,74,74,0,0,0,10,10,0,0,0,0,0,0,0,0,1087,1031,56,0,0,4408,481,32279
Pennington County,South Dakota,42,61418,2453.0,1043,708,202,133,0,614,513,76,25,0,622,334,186,101,1,940,747,127,66,0,24966,4749,67823
Perkins County,South Dakota,42,1525,40.0,0,0,0,0,0,8,8,0,0,0,16,16,0,0,0,5,5,0,0,0,694,95,64410
Potter County,South Dakota,42,1289,23.0,0,0,0,0,0,0,0,0,0,0,21,9,12,0,0,0,0,0,0,0,569,67,71786
Roberts County,South Dakota,42,5083,45.0,11,11,0,0,0,38,38,0,0,0,7,5,2,0,0,117,90,25,2,0,2542,222,59022
Sanborn County,South Dakota,42,1190,29.0,29,16,13,0,0,20,20,0,0,0,0,0,0,0,0,3,3,0,0,0,562,72,65806
Spink County,South Dakota,42,3118,48.0,70,64,0,6,0,229,222,7,0,0,0,0,0,0,0,6,6,0,0,0,1399,164,65795
Stanley County,South Dakota,42,1647,17.0,9,9,0,0,0,8,3,5,0,0,0,0,0,0,0,0,0,0,0,0,628,28,82298
Sully County,South Dakota,42,684,74.0,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0,72,0,0,72,0,185,5,66875
Todd County,South Dakota,42,3700,339.0,35,20,0,15,0,34,34,0,0,0,225,223,1,1,0,992,919,73,0,0,3020,172,33792
Tripp County,South Dakota,42,2934,56.0,41,12,3,26,0,21,12,0,9,0,9,7,2,0,0,32,32,0,0,0,1078,119,56758
Turner County,South Dakota,42,4459,135.0,80,46,4,7,23,80,78,0,2,0,39,0,39,0,0,2,2,0,0,0,1945,151,72312
Union County,South Dakota,42,9015,417.0,266,199,48,19,0,228,151,60,17,0,24,17,7,0,0,39,7,0,32,0,3926,439,82036
Walworth County,South Dakota,42,2836,60.0,33,13,20,0,0,18,18,0,0,0,0,0,0,0,0,3,3,0,0,0,1013,105,57697
Yankton County,South Dakota,42,13103,610.0,470,153,134,131,52,61,48,0,13,0,37,18,13,0,6,41,31,10,0,0,5149,801,68847
Ziebach County,South Dakota,42,1308,24.0,5,5,0,0,0,0,0,0,0,0,3,1,2,0,0,217,217,0,0,0,568,19,46023
Anderson County,Tennessee,43,43062,2679.0,1276,693,247,329,7,496,446,50,0,0,426,118,212,96,0,78,78,0,0,0,16476,2863,60633
Bedford County,Tennessee,43,27014,3211.0,3087,1586,757,593,151,55,51,4,0,0,67,47,20,0,0,285,264,21,0,0,11267,1362,59955
Benton County,Tennessee,43,8950,279.0,28,28,0,0,0,65,55,10,0,0,23,23,0,0,0,1,1,0,0,0,2911,335,47737
Bledsoe County,Tennessee,43,9187,315.0,216,105,44,41,26,98,64,34,0,0,13,13,0,0,0,13,13,0,0,0,2272,265,51783
Blount County,Tennessee,43,77596,4059.0,2283,1010,506,613,154,493,329,164,0,0,488,276,212,0,0,79,63,16,0,0,26742,4378,70935
Bradley County,Tennessee,43,60774,5760.0,3463,1875,741,685,162,1474,966,297,211,0,489,384,105,0,0,449,317,104,28,0,25161,6454,60692
Campbell County,Tennessee,43,22873,381.0,164,50,55,36,23,125,111,0,14,0,13,13,0,0,0,8,8,0,0,0,7766,1102,48258
Cannon County,Tennessee,43,8592,222.0,186,94,47,37,8,82,40,42,0,0,0,0,0,0,0,7,7,0,0,0,2950,447,57651
Carroll County,Tennessee,43,16004,472.0,391,315,47,29,0,44,44,0,0,0,42,25,0,17,0,17,8,9,0,0,6777,1594,49700
Carter County,Tennessee,43,32616,1164.0,641,346,173,112,10,146,146,0,0,0,115,96,19,0,0,201,121,10,70,0,10804,2420,47994
Cheatham County,Tennessee,43,24512,1525.0,1046,485,329,147,85,317,238,79,0,0,52,37,0,15,0,39,33,6,0,0,8359,886,77014
Chester County,Tennessee,43,10452,204.0,126,47,33,46,0,0,0,0,0,0,24,18,6,0,0,36,36,0,0,0,4492,1613,57471
Claiborne County,Tennessee,43,19192,439.0,142,130,0,12,0,114,114,0,0,0,234,137,53,44,0,39,33,0,6,0,7309,1730,42406
Clay County,Tennessee,43,4058,223.0,151,63,30,28,30,0,0,0,0,0,11,11,0,0,0,1,1,0,0,0,1432,233,39572
Cocke County,Tennessee,43,20335,446.0,452,232,122,46,52,149,101,29,19,0,19,19,0,0,0,14,0,14,0,0,6400,630,45110
Coffee County,Tennessee,43,32086,1950.0,1241,739,264,229,9,207,87,70,16,34,393,200,108,54,31,74,58,16,0,0,12897,1255,57424
Crockett County,Tennessee,43,7207,730.0,781,395,79,236,71,3,0,0,3,0,22,16,6,0,0,3,3,0,0,0,3338,455,59136
Cumberland County,Tennessee,43,30805,1543.0,446,262,145,39,0,244,178,54,12,0,232,17,203,0,12,37,37,0,0,0,9249,1143,56002
Davidson County,Tennessee,43,392721,95145.0,38606,11880,9010,13286,4430,13798,8708,3001,1731,358,11088,6021,2947,1656,464,18328,7884,6152,3597,695,159494,37954,71863
Decatur County,Tennessee,43,6380,25.0,68,45,5,18,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,2198,272,48466
DeKalb County,Tennessee,43,11166,1164.0,814,497,156,133,28,0,0,0,0,0,68,68,0,0,0,14,14,0,0,0,3845,604,46907
Dickson County,Tennessee,43,32438,841.0,694,433,84,77,100,123,91,22,10,0,34,23,0,11,0,15,15,0,0,0,11579,1605,68492
Dyer County,Tennessee,43,20827,651.0,421,208,45,168,0,83,83,0,0,0,164,111,29,24,0,137,137,0,0,0,8482,1479,53150
Fayette County,Tennessee,43,24210,1031.0,690,323,129,187,51,65,65,0,0,0,173,58,48,53,14,67,12,23,16,16,7636,1276,81074
Fentress County,Tennessee,43,10503,233.0,77,49,10,18,0,23,17,3,3,0,0,0,0,0,0,0,0,0,0,0,3289,289,47884
Franklin County,Tennessee,43,24602,1212.0,669,409,97,143,20,276,247,29,0,0,183,54,87,16,26,51,51,0,0,0,10259,3009,57933
Gibson County,Tennessee,43,28191,1032.0,735,284,138,134,179,134,86,48,0,0,246,225,11,10,0,129,110,19,0,0,11096,1151,55455
Giles County,Tennessee,43,17207,448.0,510,373,121,16,0,127,100,17,10,0,23,13,0,10,0,0,0,0,0,0,6349,1480,56877
Grainger County,Tennessee,43,13549,692.0,543,267,0,170,106,23,23,0,0,0,1,1,0,0,0,0,0,0,0,0,4348,572,47098
Greene County,Tennessee,43,40097,1251.0,1143,717,188,238,0,351,312,21,18,0,21,9,12,0,0,25,9,16,0,0,13796,2749,51975
Grundy County,Tennessee,43,7771,40.0,18,6,10,2,0,90,86,1,3,0,0,0,0,0,0,4,4,0,0,0,2652,480,47948
Hamblen County,Tennessee,43,33633,3962.0,3604,1643,691,977,293,145,102,43,0,0,455,231,102,122,0,19,19,0,0,0,14119,1836,49656
Hamilton County,Tennessee,43,204510,21078.0,11343,4999,2136,3185,1023,4508,3050,1151,231,76,2757,1889,484,384,0,1329,763,370,192,4,82388,19450,69069
Hancock County,Tennessee,43,3728,78.0,42,32,7,3,0,15,15,0,0,0,21,21,0,0,0,0,0,0,0,0,1312,163,31809
Hardeman County,Tennessee,43,15388,290.0,335,215,42,78,0,111,111,0,0,0,80,80,0,0,0,40,34,6,0,0,4931,925,43566
Hardin County,Tennessee,43,14944,283.0,245,96,80,69,0,58,39,19,0,0,22,0,22,0,0,0,0,0,0,0,5294,807,46902
Hawkins County,Tennessee,43,33187,496.0,473,369,73,31,0,70,68,2,0,0,97,77,20,0,0,8,0,8,0,0,10367,1438,53647
Haywood County,Tennessee,43,9908,401.0,318,74,220,3,21,42,30,12,0,0,27,5,15,7,0,75,9,66,0,0,3794,468,44890
Henderson County,Tennessee,43,16065,345.0,228,53,40,135,0,18,18,0,0,0,15,15,0,0,0,0,0,0,0,0,5838,629,51576
Henry County,Tennessee,43,17510,465.0,273,219,51,3,0,298,286,12,0,0,108,89,2,17,0,31,31,0,0,0,6058,833,48025
Hickman County,Tennessee,43,15082,309.0,257,181,62,14,0,85,72,13,0,0,73,73,0,0,0,0,0,0,0,0,5032,827,54669
Houston County,Tennessee,43,4753,86.0,23,21,0,0,2,29,16,13,0,0,0,0,0,0,0,0,0,0,0,0,1857,249,51544
Humphreys County,Tennessee,43,10697,385.0,98,74,21,3,0,41,32,9,0,0,130,76,54,0,0,0,0,0,0,0,4056,587,54185
Jackson County,Tennessee,43,6836,38.0,133,65,22,46,0,38,20,0,18,0,0,0,0,0,0,0,0,0,0,0,1975,319,42357
Jefferson County,Tennessee,43,31942,1179.0,922,261,180,422,59,375,197,81,75,22,79,66,7,6,0,64,6,44,0,14,11869,3022,60393
Johnson County,Tennessee,43,10435,324.0,316,209,35,72,0,75,75,0,0,0,28,23,5,0,0,0,0,0,0,0,2914,447,47571
Knox County,Tennessee,43,282019,26676.0,9846,4864,1851,2928,203,5762,4713,662,322,65,3751,2218,1108,407,18,2702,1342,784,518,58,122286,34736,68580
Lake County,Tennessee,43,4708,135.0,128,60,19,42,7,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,1041,107,32064
Lauderdale County,Tennessee,43,15059,273.0,374,214,20,135,5,44,40,4,0,0,32,7,25,0,0,18,18,0,0,0,5447,725,46702
Lawrence County,Tennessee,43,24290,475.0,376,260,59,54,3,827,508,300,19,0,56,56,0,0,0,0,0,0,0,0,10343,1516,51038
Lewis County,Tennessee,43,7118,195.0,66,48,18,0,0,69,45,24,0,0,37,37,0,0,0,0,0,0,0,0,2645,264,44613
Lincoln County,Tennessee,43,20034,1091.0,504,492,12,0,0,68,61,7,0,0,110,51,32,27,0,0,0,0,0,0,7787,1309,61374
Loudon County,Tennessee,43,27211,3346.0,2267,901,531,583,252,347,331,15,1,0,124,100,24,0,0,7,7,0,0,0,10259,1621,75008
McMinn County,Tennessee,43,29680,1636.0,1304,659,355,241,49,437,316,108,10,3,111,92,6,13,0,110,110,0,0,0,11007,1732,57982
McNairy County,Tennessee,43,14606,311.0,206,186,3,17,0,93,61,7,25,0,23,0,23,0,0,0,0,0,0,0,5022,585,46920
Macon County,Tennessee,43,14576,520.0,547,95,130,120,202,0,0,0,0,0,60,60,0,0,0,0,0,0,0,0,5527,860,51215
Madison County,Tennessee,43,56718,3336.0,1935,607,469,505,354,374,253,34,87,0,434,276,27,120,11,180,97,68,6,9,24272,6604,55280
Marion County,Tennessee,43,16835,277.0,205,161,23,15,6,36,23,13,0,0,21,4,3,14,0,0,0,0,0,0,5721,867,58139
Marshall County,Tennessee,43,19596,1014.0,1041,637,192,138,74,174,117,34,23,0,69,17,38,14,0,0,0,0,0,0,7317,910,65325
Maury County,Tennessee,43,58169,3368.0,2850,1883,419,219,329,116,107,9,0,0,414,249,62,94,9,60,35,25,0,0,20567,2201,71500
Meigs County,Tennessee,43,7456,236.0,43,15,0,28,0,8,8,0,0,0,0,0,0,0,0,24,24,0,0,0,2480,310,59434
Monroe County,Tennessee,43,25604,1170.0,941,558,144,220,19,182,173,9,0,0,59,28,31,0,0,52,52,0,0,0,8363,1016,52123
Montgomery County,Tennessee,43,127444,13510.0,8443,5859,1391,778,415,2930,2698,150,54,28,1949,1256,469,224,0,925,666,161,98,0,60645,14006,67890
Moore County,Tennessee,43,3856,166.0,33,27,2,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,144,69250
Morgan County,Tennessee,43,12706,129.0,218,183,23,12,0,252,252,0,0,0,0,0,0,0,0,29,29,0,0,0,3604,367,51971
Obion County,Tennessee,43,16917,707.0,628,329,132,122,45,81,59,22,0,0,61,60,0,1,0,12,10,2,0,0,6260,844,50638
Overton County,Tennessee,43,13073,153.0,69,32,17,20,0,58,58,0,0,0,84,81,3,0,0,0,0,0,0,0,4391,579,46580
Perry County,Tennessee,43,4449,122.0,79,79,0,0,0,166,95,71,0,0,23,23,0,0,0,6,6,0,0,0,1919,306,55978
Pickett County,Tennessee,43,2610,57.0,131,131,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,727,29,44317
Polk County,Tennessee,43,10242,188.0,145,74,69,0,2,92,54,27,11,0,11,0,11,0,0,5,5,0,0,0,3246,294,53775
Putnam County,Tennessee,43,47356,3815.0,2112,1437,171,303,201,535,437,76,0,22,390,239,64,87,0,162,161,0,1,0,21924,8068,54371
Rhea County,Tennessee,43,18639,855.0,796,325,175,155,141,78,11,67,0,0,0,0,0,0,0,0,0,0,0,0,7224,1189,55568
Roane County,Tennessee,43,30572,865.0,373,205,89,56,23,254,138,74,42,0,154,81,59,14,0,27,27,0,0,0,10005,1523,66460
Robertson County,Tennessee,43,41716,3366.0,2715,1339,573,561,242,276,271,0,5,0,177,130,21,26,0,126,112,0,14,0,15938,2155,74440
Rutherford County,Tennessee,43,192572,29281.0,16181,8069,3787,3151,1174,3425,2709,628,75,13,6373,3241,1511,1384,237,4058,2078,1314,605,61,93404,22599,78291
Scott County,Tennessee,43,12916,140.0,33,24,0,9,0,4,4,0,0,0,55,7,0,48,0,0,0,0,0,0,4872,658,39744
Sequatchie County,Tennessee,43,9240,382.0,267,24,131,82,30,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2767,400,53038
Sevier County,Tennessee,43,53780,5753.0,3334,1069,968,863,434,1191,998,136,57,0,267,123,144,0,0,104,74,30,0,0,19016,3300,60103
Shelby County,Tennessee,43,504809,63049.0,30642,13731,6826,8146,1939,8418,6893,1208,297,20,11078,6397,2686,1563,432,8474,6258,1412,566,238,232880,37873,59621
Smith County,Tennessee,43,11764,321.0,312,174,73,65,0,86,63,15,8,0,78,44,0,34,0,17,17,0,0,0,4199,508,57677
Stewart County,Tennessee,43,7576,300.0,134,77,0,47,10,119,102,17,0,0,61,0,27,34,0,0,0,0,0,0,2696,416,57257
Sullivan County,Tennessee,43,91067,2597.0,1429,1022,268,89,50,602,457,112,33,0,375,288,27,60,0,64,64,0,0,0,30328,5642,54357
Sumner County,Tennessee,43,111610,8025.0,4896,2993,696,952,255,1282,1026,96,160,0,925,408,194,304,19,400,207,133,60,0,45040,6945,81883
Tipton County,Tennessee,43,36141,914.0,729,529,111,89,0,238,238,0,0,0,176,154,22,0,0,0,0,0,0,0,14574,2703,70674
Trousdale County,Tennessee,43,7799,205.0,373,286,77,10,0,10,0,10,0,0,20,10,10,0,0,0,0,0,0,0,2035,404,62018
Unicoi County,Tennessee,43,9815,489.0,488,361,66,59,2,10,10,0,0,0,87,60,27,0,0,12,12,0,0,0,3335,755,49855
